0.30585,113.17
0.52583,101.15
0.98052,152.48
0.046057,113.59
0.95342,135.63
0.78688,137.93
0.34716,119.3
0.27843,97.761
0.7575,122.88
0.17936,94.799
0.45276,112.82
0.89712,132.56
0.022003,88.365
0.60086,120.76
0.96012,135.75
0.084537,109.88
0.828,125.3
0.12406,102.05
0.028407,103.72
0.034692,94.523
0.35419,102.01
0.68253,110.09
0.34299,103.2
0.73392,110.79
0.58725,95.891
0.4717,99.895
0.0019323,108.95
0.42853,112.54
0.3658,86.652
0.25537,88.428
0.41893,108.79
0.5911,117.81
0.094895,102.06
0.22467,101.23
0.90525,128.73
0.69813,113.14
0.219,110.95
0.035989,112.89
0.70025,110.33
0.62436,117.42
0.71085,102.82
0.12716,99.935
0.67319,103.46
0.56582,121.34
0.6856,109.23
0.63891,110.18
0.19374,114.52
0.30083,85.954
0.61312,111.18
0.35558,84.835
0.9606,149.75
0.013042,102.19
0.27722,107.26
0.1559,113.17
0.30207,85.917
0.89354,142.85
0.087411,77.029
0.47635,135.64
0.33242,93.452
0.88597,118.73
0.4051,114.1
0.87185,130.03
0.35151,115.05
0.00088538,117.83
0.45435,97.723
0.76472,92.355
0.29233,104.39
0.52158,120.45
0.0057766,91.613
0.12049,104.43
0.16118,114.57
0.32694,105.86
0.64652,113.85
0.62296,94.695
0.85818,132.36
0.94957,139.24
0.9979,144.38
0.90652,132.93
0.45848,91.26
0.21434,99.353
0.23117,114.32
0.61534,120.96
0.59616,94.104
0.63241,104.5
0.5201,107.65
0.77424,132.57
0.8167,125.22
0.94357,136.23
0.52596,100.1
0.2455,115.77
0.542,116.32
0.06668,94.031
0.72591,127.56
0.37202,99.701
0.75187,125.59
0.45578,108.37
0.14481,102.55
0.045435,99.723
0.61027,99.454
0.93606,133.68
0.86134,134.72
0.23087,125.98
0.41982,105.84
0.75404,103.01
0.57801,103.18
0.84505,132.7
0.47183,110.98
0.21474,110.68
0.81996,142.65
0.42024,99.046
0.41134,99.44
0.30661,88.89
0.67001,109.07
0.73414,123.53
0.42954,102.88
0.22398,92.74
0.89788,143.6
0.75249,125.07
0.63116,107.64
0.2426,107.7
0.50354,105.39
0.46885,112.6
0.34195,89.491
0.37434,97.779
0.82429,114.58
0.33268,107.33
0.45293,104.45
0.57642,126.3
0.83939,120.76
0.42029,108.69
0.92032,120.36
0.25897,95.067
0.20022,92.222
0.82025,112.58
0.91791,135.65
0.27003,98.182
0.54443,101.02
0.29723,106.63
0.61821,108.48
0.24499,84.285
0.80709,125.41
0.11742,93.835
0.86787,121.73
0.58287,105.19
0.67439,118.21
0.21692,105.53
0.65332,104.17
0.99124,132.81
0.07156,99.504
0.25807,88.129
0.20602,99.552
0.077823,95.876
0.85417,129.24
0.22749,116.23
0.85441,139.24
0.37168,89.484
0.89883,140.37
0.82758,124.18
0.37284,94.875
0.68784,108.32
0.23662,90.078
0.74241,118.95
0.89593,132.61
0.89932,120.96
0.45668,105.84
0.81323,132.51
0.43852,112.87
0.50661,114.28
0.46365,104.24
0.89245,126.51
0.28642,118.83
0.098769,102.09
0.26055,121.26
0.63893,110.81
0.83824,131.36
0.21801,107.64
0.73674,106.18
0.4578,87.754
0.75841,120.42
0.94263,123.35
0.89432,134.4
0.19654,72.464
0.43732,86.556
0.52568,115.24
0.62784,120.54
0.3754,118.92
0.84771,107.28
0.00097454,95.94
0.22613,115.27
0.38073,97.339
0.85913,114.22
0.019997,100.14
0.83368,129.65
0.96763,129.63
0.88084,149.96
0.9239,134.39
0.48407,129.62
0.87107,126.04
0.2506,100.69
0.71889,102.38
0.13355,96.134
0.62392,102.06
0.31277,107.42
0.10314,79.539
0.87494,136.83
0.11306,101.68
0.99712,151.95
0.94585,141.96
0.46611,120.14
0.84269,129.27
0.39763,89.735
0.038095,96.859
0.053954,103.76
0.13345,112.48
0.30949,100.2
0.0031555,89.103
0.055673,99.246
0.52884,113.68
0.95517,118.6
0.7739,126.7
0.18799,110.34
0.52746,96.11
0.072514,88.216
0.026322,88.861
0.13481,98.26
0.46072,93.361
0.41821,99.679
0.99806,137.95
0.89937,132.09
0.58298,113.57
0.13044,99.448
0.39593,80.969
0.13659,108.46
0.11141,72.064
0.33574,104.19
0.052685,97.721
0.94049,124.52
0.052032,88.219
0.54234,104.24
0.79217,116.64
0.39575,103.71
0.37679,111.42
0.44447,96.573
0.89646,134.65
0.29991,90.919
0.49781,124.47
0.54442,124.49
0.67111,98.546
0.29954,107.49
